Metro Area,Tract,Population,Land Area
Regina,7050008.01,5475.0,3.04
Regina,7050008.02,5193.0,4.17
Regina,7050009.01,4234.0,1.46
Regina,7050009.02,4884.0,1.95
Regina,7050010.00,2699.0,0.56
Regina,7050011.00,3644.0,1.08
Regina,7050012.00,4689.0,1.24
Regina,7050013.00,638.0,0.5
Regina,7050014.00,1466.0,0.66
Regina,7050015.00,2089.0,2.48
Regina,7050016.00,6512.0,1.77
Regina,7050017.00,2081.0,5.04
Regina,7050018.00,4940.0,1.98
Regina,7050019.00,4184.0,1.99
Regina,7050020.00,3326.0,1.23
Regina,7050021.00,2494.0,1.14
Regina,7050022.01,2515.0,27.64
Regina,7050022.02,4677.0,2.66
Regina,7050023.01,2866.0,1.28
Regina,7050023.02,3916.0,1.39
Regina,7050024.00,2876.0,1.31
Regina,7050025.01,4124.0,1.63
Regina,7050025.02,3183.0,1.29
Regina,7050026.00,3980.0,1.58
Regina,7050027.00,3609.0,18.09
Regina,7050028.01,2836.0,1.49
Regina,7050028.02,3421.0,1.47
Regina,7050028.03,4081.0,1.7
Regina,7050100.01,3792.0,1.36
Regina,7050100.02,4725.0,10.41
Regina,7050100.03,5084.0,1.77
Regina,7050100.05,2437.0,2.06
Regina,7050100.08,5496.0,2.15
Regina,7050100.10,6424.0,1.9
Regina,7050100.11,3645.0,1.36
Regina,7050100.13,6675.0,8.53
Regina,7050100.14,1825.0,658.4
Regina,7050100.15,4738.0,5.88
Regina,7050100.16,4505.0,1.28
Regina,7050100.17,6550.0,2.69
Regina,7050100.18,3951.0,1.45
Regina,7050100.19,5465.0,2.42
Regina,7050100.20,8108.0,6.79
Regina,7050101.01,5880.0,482.63
Regina,7050101.02,6925.0,384.93
Regina,7050102.00,5809.0,829.72
Regina,7050103.00,1123.0,842.85
Regina,7050104.00,985.0,945.1
Regina,7050106.00,266.0,1.22
Saguenay,4080001.00,3583.0,2.01
Saguenay,4080002.01,3159.0,2.47
Saguenay,4080002.02,5731.0,4.3
Saguenay,4080003.01,3675.0,2.64
Saguenay,4080003.02,2862.0,1.77
Saguenay,4080004.00,4039.0,2.6
Saguenay,4080005.00,2937.0,1.4
Saguenay,4080006.00,3346.0,1.34
Saguenay,4080007.00,2525.0,3.44
Saguenay,4080008.00,5134.0,9.35
Saguenay,4080100.00,3898.0,8.44
Saguenay,4080101.00,3933.0,12.3
Saguenay,4080102.00,2657.0,1.39
Saguenay,4080103.01,4161.0,2.62
Saguenay,4080103.02,3748.0,12.54
Saguenay,4080104.00,6976.0,123.43
Saguenay,4080105.00,3089.0,1.29
Saguenay,4080106.00,3184.0,1.19
Saguenay,4080107.02,3219.0,1.48
Saguenay,4080107.04,972.0,33.55
Saguenay,4080107.05,2880.0,2.47
Saguenay,4080107.06,5007.0,5.0
Saguenay,4080108.00,2180.0,0.89
Saguenay,4080109.00,2104.0,0.65
Saguenay,4080110.00,5619.0,5.57
Saguenay,4080111.03,1601.0,84.71
Saguenay,4080111.04,2736.0,145.97
Saguenay,4080120.01,3497.0,79.66
Saguenay,4080120.03,6376.0,189.38
Saguenay,4080120.04,1067.0,22.63
Saguenay,4080120.05,1313.0,20.09
Saguenay,4080130.00,4005.0,3.95
Saguenay,4080131.00,4524.0,7.21
Saguenay,4080132.00,3213.0,1.98
Saguenay,4080133.00,3837.0,2.51
Saguenay,4080140.00,5326.0,101.65
Saguenay,4080150.00,6309.0,229.91
Saguenay,4080160.00,6437.0,83.61
Saguenay,4080161.00,2452.0,47.54
Saguenay,4080162.00,6209.0,57.4
Saguenay,4080163.00,3180.0,76.39
Saguenay,4080164.00,2061.0,351.91
Saguenay,4080165.00,1109.0,233.16
Saguenay,4080166.00,434.0,116.61
Saguenay,4080167.00,2996.0,398.25
Saguenay,4080168.00,784.0,62.13
Saguenay,4080169.00,851.0,189.67
Saguenay,4080170.00,632.0,383.09
Saint John,3100001.01,2838.0,70.22
Saint John,3100001.02,3399.0,7.95
Saint John,3100002.01,3492.0,3.47
Saint John,3100002.02,1697.0,4.77
Saint John,3100003.00,1742.0,1.61
Saint John,3100004.00,2625.0,0.94
Saint John,3100005.00,10.0,0.93
Saint John,3100006.00,639.0,0.31
Saint John,3100007.00,1073.0,0.38
Saint John,3100008.00,1433.0,0.29
Saint John,3100009.00,2187.0,0.26
Saint John,3100010.00,1819.0,0.76
Saint John,3100011.00,1070.0,0.44
Saint John,3100012.00,894.0,1.21
Saint John,3100013.00,1595.0,0.4
Saint John,3100014.00,2331.0,1.63
Saint John,3100015.00,1190.0,1.01
Saint John,3100016.00,1545.0,1.49
Saint John,3100017.00,1274.0,1.0
Saint John,3100018.00,221.0,0.49
Saint John,3100019.00,321.0,0.39
Saint John,3100020.00,1444.0,0.55
Saint John,3100021.00,1379.0,0.65
Saint John,3100022.00,2369.0,0.86
Saint John,3100023.00,1746.0,0.65
Saint John,3100024.00,2621.0,3.37
Saint John,3100025.01,3957.0,4.9
Saint John,3100025.02,3743.0,10.4
Saint John,3100026.00,3555.0,98.64
Saint John,3100027.01,3744.0,4.89
Saint John,3100027.02,3722.0,18.74
Saint John,3100028.00,1838.0,13.81
Saint John,3100029.00,6382.0,58.13
Saint John,3100100.01,4967.0,59.82
Saint John,3100100.03,2114.0,295.34
Saint John,3100100.04,1253.0,233.06
Saint John,3100101.00,803.0,209.52
Saint John,3100102.00,710.0,589.95
Saint John,3100110.01,4354.0,13.3
Saint John,3100110.02,7623.0,21.29
Saint John,3100111.00,3202.0,200.41
Saint John,3100112.00,1126.0,114.56
Saint John,3100120.02,6917.0,29.81
Saint John,3100120.03,3579.0,16.61
Saint John,3100120.05,3722.0,5.5
Saint John,3100120.06,4550.0,5.04
Saint John,3100130.01,7364.0,142.21
Saint John,3100130.03,342.0,7.26
Saint John,3100130.04,3913.0,281.06
Saint John,3100131.01,1357.0,189.21
Saint John,3100131.02,1497.0,631.35
Saint John,3100140.00,1325.0,144.77
Saint-Hyacinthe,4520001.00,6326.0,62.55
Saint-Hyacinthe,4520002.00,3893.0,7.79
Saint-Hyacinthe,4520003.00,6108.0,9.55
Saint-Hyacinthe,4520004.00,4587.0,0.93
Saint-Hyacinthe,4520005.00,5157.0,3.16
Saint-Hyacinthe,4520006.00,3841.0,2.54
Saint-Hyacinthe,4520007.00,3849.0,32.72
Saint-Hyacinthe,4520008.00,4236.0,5.56
Saint-Hyacinthe,4520009.00,4137.0,2.98
Saint-Hyacinthe,4520010.00,5925.0,1.36
Saint-Hyacinthe,4520011.00,4410.0,2.29
Saint-Hyacinthe,4520012.00,4770.0,57.41
Saint-Hyacinthe,4520100.00,2741.0,70.53
Sarnia,5620001.01,648.0,12.58
Sarnia,5620001.02,140.0,14.38
Sarnia,5620002.00,2599.0,1.06
Sarnia,5620003.00,4895.0,2.3
Sarnia,5620004.00,3112.0,1.47
Sarnia,5620005.00,2666.0,1.34
Sarnia,5620006.00,3443.0,1.09
Sarnia,5620007.00,2345.0,1.1
Sarnia,5620008.00,3171.0,0.9
Sarnia,5620009.00,5241.0,1.98
Sarnia,5620010.00,3369.0,1.86
Sarnia,5620011.00,3096.0,1.81
Sarnia,5620012.00,2851.0,1.51
Sarnia,5620013.00,4487.0,2.88
Sarnia,5620100.00,1930.0,3.3
Sarnia,5620101.01,4663.0,3.44
Sarnia,5620101.02,2260.0,11.31
Sarnia,5620101.03,4849.0,10.88
Sarnia,5620102.01,4380.0,2.51
Sarnia,5620102.02,4300.0,3.73
Sarnia,5620102.03,6299.0,2.04
Sarnia,5620102.04,3881.0,96.31
Sarnia,5620110.01,7310.0,15.17
Sarnia,5620110.02,1501.0,17.77
Sarnia,5620110.03,5848.0,585.63
Sarnia,5620120.00,8308.0,318.86
Saskatoon,7250001.01,6899.0,2.25
Saskatoon,7250001.02,8221.0,2.34
Saskatoon,7250002.01,2900.0,1.32
Saskatoon,7250002.03,4509.0,1.86
Saskatoon,7250002.04,7009.0,2.09
Saskatoon,7250003.00,5500.0,7.39
Saskatoon,7250004.00,5209.0,2.0
Saskatoon,7250005.00,6769.0,13.69
Saskatoon,7250006.01,5069.0,1.59
Saskatoon,7250006.02,3998.0,1.63
Saskatoon,7250006.03,5465.0,1.69
Saskatoon,7250006.04,4599.0,1.95
Saskatoon,7250007.00,1656.0,0.87
Saskatoon,7250008.00,3032.0,1.15
Saskatoon,7250009.00,4556.0,1.54
Saskatoon,7250010.00,6062.0,2.05
Saskatoon,7250011.01,3485.0,1.26
Saskatoon,7250011.02,3471.0,1.36
Saskatoon,7250011.03,2841.0,2.67
Saskatoon,7250012.01,5575.0,1.78
Saskatoon,7250012.02,4379.0,1.62
Saskatoon,7250012.03,4145.0,1.44
Saskatoon,7250012.06,8378.0,3.76
Saskatoon,7250012.08,3956.0,1.14
Saskatoon,7250012.09,3170.0,1.18
Saskatoon,7250012.10,3251.0,1.07
Saskatoon,7250012.11,9092.0,4.61
Saskatoon,7250013.01,5305.0,5.69
Saskatoon,7250013.02,5859.0,3.0
Saskatoon,7250013.04,15742.0,16.3
Saskatoon,7250013.06,3629.0,1.26
Saskatoon,7250013.07,3181.0,1.01
Saskatoon,7250013.08,3406.0,1.78
Saskatoon,7250013.09,8310.0,2.87
Saskatoon,7250014.00,4756.0,2.77
Saskatoon,7250015.00,4816.0,2.1
Saskatoon,7250016.00,1607.0,0.67
Saskatoon,7250017.00,3869.0,1.32
Saskatoon,7250018.01,3831.0,1.66
Saskatoon,7250018.02,4039.0,1.36
Saskatoon,7250018.03,6307.0,1.62
Saskatoon,7250018.06,4341.0,1.36
Saskatoon,7250018.07,4665.0,1.25
Saskatoon,7250018.08,4778.0,2.01
Saskatoon,7250018.09,3134.0,1.18
Saskatoon,7250019.00,3590.0,1.93
Saskatoon,7250020.00,4219.0,2.93
Saskatoon,7250021.01,4540.0,29.44
Saskatoon,7250021.02,5440.0,2.34
Saskatoon,7250021.03,4838.0,1.82
Saskatoon,7250021.04,4291.0,1.53
Saskatoon,7250021.05,5364.0,4.88
Saskatoon,7250022.00,34.0,8.57
Saskatoon,7250100.02,6532.0,21.75
Saskatoon,7250100.03,2522.0,34.84
Saskatoon,7250100.04,4845.0,616.84
Saskatoon,7250101.00,5566.0,959.88
Saskatoon,7250102.01,12395.0,136.18
Saskatoon,7250102.02,13606.0,216.19
Saskatoon,7250103.00,3223.0,792.47
Saskatoon,7250104.01,511.0,19.29
Saskatoon,7250104.02,3290.0,802.92
Saskatoon,7250105.00,4924.0,868.26
Saskatoon,7250110.00,802.0,552.12
Saskatoon,7250200.00,2177.0,673.78
Sault Ste. Marie,5900001.01,4410.0,1.71
Sault Ste. Marie,5900001.02,2794.0,5.73
Sault Ste. Marie,5900002.00,1773.0,1.04
Sault Ste. Marie,5900003.00,3696.0,1.72
Sault Ste. Marie,5900004.00,4219.0,3.63
Sault Ste. Marie,5900005.00,2661.0,1.39
Sault Ste. Marie,5900006.00,2742.0,1.57
Sault Ste. Marie,5900007.00,1876.0,1.74
Sault Ste. Marie,5900008.00,1097.0,7.13
Sault Ste. Marie,5900009.00,4325.0,110.33
Sault Ste. Marie,5900010.00,3670.0,3.91
Sault Ste. Marie,5900011.00,4801.0,7.71
Sault Ste. Marie,5900012.00,2429.0,1.11
Sault Ste. Marie,5900013.00,2379.0,1.11
Sault Ste. Marie,5900014.00,2515.0,1.41
Sault Ste. Marie,5900015.00,5495.0,3.73
Sault Ste. Marie,5900016.00,6271.0,2.98
Sault Ste. Marie,5900017.00,6839.0,4.6
Sault Ste. Marie,5900018.01,3223.0,9.05
Sault Ste. Marie,5900018.02,4836.0,50.39
Sault Ste. Marie,5900100.01,1071.0,213.71
Sault Ste. Marie,5900100.02,,15.39
Sault Ste. Marie,5900101.00,2634.0,266.51
Sault Ste. Marie,5900102.00,975.0,84.98
Sherbrooke,4330001.00,5637.0,3.19
Sherbrooke,4330002.00,1868.0,0.87
Sherbrooke,4330003.00,3041.0,0.72
Sherbrooke,4330004.00,4657.0,0.99
Sherbrooke,4330005.00,2136.0,0.98
Sherbrooke,4330006.00,2685.0,3.52
Sherbrooke,4330007.00,2675.0,1.47
Sherbrooke,4330008.00,3117.0,2.64
Sherbrooke,4330009.01,4104.0,2.94
Sherbrooke,4330009.02,5677.0,3.07
Sherbrooke,4330010.00,3965.0,1.6
Sherbrooke,4330011.00,1978.0,0.7
Sherbrooke,4330012.00,2222.0,0.9
Sherbrooke,4330013.00,1819.0,0.57
Sherbrooke,4330014.00,3253.0,0.74
Sherbrooke,4330015.01,2686.0,1.1
Sherbrooke,4330015.02,6277.0,1.44
Sherbrooke,4330016.00,3986.0,1.03
Sherbrooke,4330017.00,2961.0,2.63
Sherbrooke,4330018.00,5769.0,2.01
Sherbrooke,4330019.01,7067.0,20.71
Sherbrooke,4330019.02,7531.0,4.07
Sherbrooke,4330100.00,5826.0,27.91
Sherbrooke,4330110.01,4308.0,29.34
Sherbrooke,4330110.03,6886.0,31.3
Sherbrooke,4330110.04,6536.0,6.29
Sherbrooke,4330110.06,6862.0,6.49
Sherbrooke,4330110.07,8011.0,4.04
Sherbrooke,4330111.01,8350.0,9.22
Sherbrooke,4330111.02,1110.0,28.54
Sherbrooke,4330111.05,4686.0,4.57
Sherbrooke,4330111.06,3569.0,2.65
Sherbrooke,4330111.07,8980.0,15.01
Sherbrooke,4330111.08,5071.0,14.86
Sherbrooke,4330112.01,3014.0,255.12
Sherbrooke,4330112.02,3368.0,81.64
Sherbrooke,4330113.01,5293.0,42.73
Sherbrooke,4330113.02,6937.0,32.36
Sherbrooke,4330200.00,1795.0,46.41
Sherbrooke,4330201.00,2928.0,136.22
Sherbrooke,4330202.00,2649.0,114.39
Sherbrooke,4330300.01,6524.0,68.75
Sherbrooke,4330300.02,4594.0,70.29
Sherbrooke,4330400.01,6488.0,41.58
Sherbrooke,4330400.02,6502.0,17.25
Sherbrooke,4330400.03,6764.0,2.96
Sherbrooke,4330400.05,2679.0,77.27
Sherbrooke,4330400.06,5879.0,5.21
Sherbrooke,4330401.00,1671.0,91.69
Sherbrooke,4330402.00,5007.0,136.14
St. Catharines - Niagara,5390001.00,4599.0,2.79
St. Catharines - Niagara,5390002.00,6830.0,8.08
St. Catharines - Niagara,5390003.01,5155.0,1.86
St. Catharines - Niagara,5390003.03,4430.0,1.47
St. Catharines - Niagara,5390003.04,3831.0,2.45
St. Catharines - Niagara,5390004.01,4181.0,1.66
St. Catharines - Niagara,5390004.02,3899.0,4.21
St. Catharines - Niagara,5390005.00,4118.0,1.26
St. Catharines - Niagara,5390006.00,2007.0,2.28
St. Catharines - Niagara,5390007.01,4874.0,2.41
St. Catharines - Niagara,5390007.02,5896.0,4.22
St. Catharines - Niagara,5390008.00,2659.0,2.31
St. Catharines - Niagara,5390009.00,6871.0,2.23
St. Catharines - Niagara,5390010.00,3743.0,1.16
St. Catharines - Niagara,5390011.00,7332.0,2.62
St. Catharines - Niagara,5390012.01,4228.0,1.55
St. Catharines - Niagara,5390012.02,6197.0,2.03
St. Catharines - Niagara,5390013.01,4711.0,1.39
St. Catharines - Niagara,5390013.02,5201.0,3.12
St. Catharines - Niagara,5390014.01,3844.0,1.28
St. Catharines - Niagara,5390014.02,5281.0,2.03
St. Catharines - Niagara,5390014.03,3235.0,1.14
St. Catharines - Niagara,5390015.00,875.0,2.6
St. Catharines - Niagara,5390016.01,4999.0,1.87
St. Catharines - Niagara,5390016.02,4418.0,2.19
St. Catharines - Niagara,5390017.01,3817.0,1.9
St. Catharines - Niagara,5390017.02,4345.0,1.69
St. Catharines - Niagara,5390018.01,4975.0,1.68
St. Catharines - Niagara,5390018.02,4703.0,2.13
St. Catharines - Niagara,5390018.03,3653.0,2.04
St. Catharines - Niagara,5390019.00,1267.0,11.42
St. Catharines - Niagara,5390020.00,629.0,15.13
St. Catharines - Niagara,5390100.00,3125.0,1.45
St. Catharines - Niagara,5390101.00,6056.0,2.45
St. Catharines - Niagara,5390102.01,6315.0,5.25
St. Catharines - Niagara,5390102.02,4530.0,26.57
St. Catharines - Niagara,5390102.03,3790.0,47.58
St. Catharines - Niagara,5390110.00,4495.0,7.26
St. Catharines - Niagara,5390111.00,7550.0,49.91
St. Catharines - Niagara,5390112.00,7043.0,74.18
St. Catharines - Niagara,5390200.00,4143.0,108.21
St. Catharines - Niagara,5390201.00,4811.0,7.27
St. Catharines - Niagara,5390202.00,3867.0,17.07
St. Catharines - Niagara,5390203.01,5376.0,2.71
St. Catharines - Niagara,5390203.02,5287.0,2.04
St. Catharines - Niagara,5390204.00,6920.0,3.08
St. Catharines - Niagara,5390205.00,1422.0,2.13
St. Catharines - Niagara,5390206.00,4878.0,1.55
St. Catharines - Niagara,5390207.00,6152.0,3.03
St. Catharines - Niagara,5390208.00,6071.0,3.92
St. Catharines - Niagara,5390209.03,5242.0,2.71
St. Catharines - Niagara,5390209.04,3464.0,2.26
St. Catharines - Niagara,5390209.05,6505.0,2.79
St. Catharines - Niagara,5390209.06,2908.0,1.73
St. Catharines - Niagara,5390210.01,3312.0,32.63
St. Catharines - Niagara,5390210.02,6127.0,5.92
St. Catharines - Niagara,5390211.00,4212.0,2.14
St. Catharines - Niagara,5390212.00,1913.0,0.86
St. Catharines - Niagara,5390213.00,3036.0,1.67
St. Catharines - Niagara,5390214.00,4441.0,2.36
St. Catharines - Niagara,5390215.00,4328.0,4.18
St. Catharines - Niagara,5390220.01,6089.0,6.79
St. Catharines - Niagara,5390220.02,5895.0,8.93
St. Catharines - Niagara,5390221.00,6208.0,110.62
St. Catharines - Niagara,5390230.00,6887.0,217.53
St. Catharines - Niagara,5390240.01,4176.0,44.4
St. Catharines - Niagara,5390240.02,3770.0,5.81
St. Catharines - Niagara,5390241.00,2996.0,81.13
St. Catharines - Niagara,5390242.02,6246.0,17.83
St. Catharines - Niagara,5390242.03,3497.0,8.73
St. Catharines - Niagara,5390242.04,5034.0,4.83
St. Catharines - Niagara,5390300.00,1379.0,8.83
St. Catharines - Niagara,5390301.00,4873.0,4.8
St. Catharines - Niagara,5390302.00,3820.0,3.16
St. Catharines - Niagara,5390303.00,1619.0,32.9
St. Catharines - Niagara,5390304.00,4243.0,2.11
St. Catharines - Niagara,5390305.00,2176.0,0.93
St. Catharines - Niagara,5390306.00,2391.0,0.84
St. Catharines - Niagara,5390307.00,5127.0,2.14
St. Catharines - Niagara,5390308.00,2414.0,7.07
St. Catharines - Niagara,5390309.00,2642.0,1.25
St. Catharines - Niagara,5390310.01,3271.0,1.45
St. Catharines - Niagara,5390310.02,7973.0,5.55
St. Catharines - Niagara,5390311.02,5650.0,4.74
St. Catharines - Niagara,5390311.03,5122.0,4.04
St. Catharines - Niagara,5390311.04,3050.0,1.34
St. Catharines - Niagara,5390320.00,3398.0,5.72
St. Catharines - Niagara,5390321.00,4997.0,3.15
St. Catharines - Niagara,5390322.00,3722.0,2.69
St. Catharines - Niagara,5390323.00,3346.0,15.55
St. Catharines - Niagara,5390324.00,4570.0,94.88
St. Catharines - Niagara,5390330.00,4492.0,3.27
St. Catharines - Niagara,5390331.01,5324.0,12.35
St. Catharines - Niagara,5390331.02,3738.0,4.69
St. Catharines - Niagara,5390332.00,4292.0,27.64
St. Catharines - Niagara,5390333.00,3678.0,72.22
St. Catharines - Niagara,5390334.01,6496.0,26.26
St. Catharines - Niagara,5390334.02,4881.0,19.83
St. John's,0010001.00,1643.0,10.15
St. John's,0010002.00,4451.0,1.96
St. John's,0010003.01,4151.0,1.62
St. John's,0010003.02,4666.0,1.97
St. John's,0010004.01,4040.0,5.85
St. John's,0010004.02,4231.0,3.35
St. John's,0010005.01,2217.0,0.97
St. John's,0010005.02,3138.0,0.98
St. John's,0010006.00,2748.0,1.05
St. John's,0010007.00,2395.0,0.54
St. John's,0010008.00,1551.0,2.48
St. John's,0010009.00,836.0,0.55
St. John's,0010010.00,1672.0,0.64
St. John's,0010011.00,2644.0,0.5
St. John's,0010012.00,2724.0,1.43
St. John's,0010013.00,1758.0,0.91
St. John's,0010014.00,3328.0,1.52
St. John's,0010015.01,5000.0,10.09
St. John's,0010015.02,3478.0,1.31
St. John's,0010015.03,5138.0,2.91
St. John's,0010015.04,5725.0,3.13
St. John's,0010016.01,4956.0,6.59
St. John's,0010016.02,5422.0,19.95
St. John's,0010017.00,5627.0,152.18
St. John's,0010100.01,5738.0,10.77
St. John's,0010100.03,3156.0,131.8
St. John's,0010100.04,3961.0,31.08
St. John's,0010110.00,3206.0,48.21
St. John's,0010170.01,2867.0,2.66
St. John's,0010170.02,3985.0,1.56
St. John's,0010171.00,4853.0,3.88
St. John's,0010172.02,5302.0,4.84
St. John's,0010172.03,1901.0,0.79
St. John's,0010172.04,5327.0,4.91
St. John's,0010172.05,4583.0,1.82
St. John's,0010172.06,1972.0,1.13
St. John's,0010200.01,5316.0,32.05
St. John's,0010200.02,9454.0,49.85
St. John's,0010200.03,4197.0,92.39
St. John's,0010201.00,2930.0,33.89
St. John's,0010202.01,3813.0,20.43
St. John's,0010202.02,3883.0,11.48
St. John's,0010202.06,4235.0,4.03
St. John's,0010202.07,4573.0,1.8
St. John's,0010202.08,4557.0,6.17
St. John's,0010202.09,2945.0,4.74
St. John's,0010202.10,6647.0,12.93
St. John's,0010300.01,4627.0,5.33
St. John's,0010300.02,3073.0,3.46
St. John's,0010301.01,7075.0,21.96
St. John's,0010301.02,6823.0,11.38
St. John's,0010302.00,5570.0,17.6
St. John's,0010400.00,2471.0,126.02
Thunder Bay,5950001.00,1454.0,17.88
Thunder Bay,5950002.00,3421.0,1.74
Thunder Bay,5950003.00,5057.0,5.28
Thunder Bay,5950004.00,3695.0,2.5
Thunder Bay,5950005.00,4493.0,1.72
Thunder Bay,5950006.00,842.0,0.41
Thunder Bay,5950007.00,4906.0,1.46
Thunder Bay,5950008.00,4580.0,2.07
Thunder Bay,5950009.01,2907.0,1.3
Thunder Bay,5950009.02,4815.0,1.8
Thunder Bay,5950010.01,1334.0,5.82
Thunder Bay,5950010.02,3185.0,1.32
Thunder Bay,5950011.01,1414.0,1.85
Thunder Bay,5950011.02,4566.0,1.72
Thunder Bay,5950011.03,3373.0,4.58
Thunder Bay,5950012.00,2919.0,1.15
Thunder Bay,5950013.00,3076.0,1.18
Thunder Bay,5950014.00,3967.0,1.46
Thunder Bay,5950015.00,2780.0,1.26
Thunder Bay,5950016.00,3213.0,1.32
Thunder Bay,5950017.00,2952.0,1.63
Thunder Bay,5950018.00,4737.0,3.49
Thunder Bay,5950019.00,3070.0,2.37
Thunder Bay,5950020.00,681.0,1.65
Thunder Bay,5950021.00,4573.0,9.59
Thunder Bay,5950022.03,2669.0,1.44
Thunder Bay,5950022.04,4171.0,2.61
Thunder Bay,5950022.05,2960.0,73.27
Thunder Bay,5950022.06,6804.0,86.22
Thunder Bay,5950023.01,3119.0,32.3
Thunder Bay,5950023.02,7110.0,55.34
Thunder Bay,5950100.03,3871.0,357.6
Thunder Bay,5950100.04,4092.0,361.79
Thunder Bay,5950100.05,964.0,58.5
Thunder Bay,5950100.06,2241.0,873.78
Thunder Bay,5950101.00,3247.0,571.34
Toronto,5350001.00,599.0,6.82
Toronto,5350002.00,604.0,3.39
Toronto,5350003.00,457.0,0.95
Toronto,5350004.00,6306.0,0.34
Toronto,5350005.00,6957.0,0.38
Toronto,5350006.00,119.0,0.01
Toronto,5350007.01,3402.0,0.2
Toronto,5350007.02,4422.0,0.43
Toronto,5350008.01,8480.0,0.31
Toronto,5350008.02,11591.0,1.92
Toronto,5350009.00,520.0,0.1
Toronto,5350010.01,5611.0,0.25
Toronto,5350010.02,7468.0,0.54
Toronto,5350011.01,9592.0,0.46
Toronto,5350011.02,9746.0,0.29
Toronto,5350011.03,6391.0,0.23
Toronto,5350012.01,13554.0,0.43
Toronto,5350012.03,8957.0,0.47
Toronto,5350012.04,5688.0,0.24
Toronto,5350013.01,6820.0,0.34
Toronto,5350013.02,10439.0,0.42
Toronto,5350014.00,2382.0,0.47
Toronto,5350015.00,4922.0,0.29
Toronto,5350016.00,11144.0,0.63
Toronto,5350017.01,4787.0,0.8
Toronto,5350017.02,8710.0,0.57
Toronto,5350018.00,3633.0,0.35
Toronto,5350019.00,3269.0,0.25
Toronto,5350020.00,2298.0,0.73
Toronto,5350021.00,5192.0,0.91
Toronto,5350022.00,3847.0,0.55
Toronto,5350023.00,3374.0,0.69
Toronto,5350024.00,6891.0,0.71
Toronto,5350025.00,3553.0,0.53
Toronto,5350026.00,6409.0,0.78
Toronto,5350027.00,4405.0,0.49
Toronto,5350028.01,1290.0,0.21
Toronto,5350028.02,5868.0,0.46
Toronto,5350029.00,6722.0,0.68
Toronto,5350030.00,6926.0,0.38
Toronto,5350031.00,5871.0,0.26
Toronto,5350032.00,6042.0,0.42
Toronto,5350033.00,5515.0,0.32
Toronto,5350034.01,5337.0,0.12
Toronto,5350034.02,7992.0,0.4
Toronto,5350035.00,10506.0,0.66
Toronto,5350036.00,5685.0,0.38
Toronto,5350037.00,4802.0,0.45
Toronto,5350038.00,3605.0,0.37
Toronto,5350039.00,4505.0,0.32
Toronto,5350040.00,4274.0,0.37
Toronto,5350041.00,3324.0,0.32
Toronto,5350042.00,4423.0,0.49
Toronto,5350043.00,3670.0,0.55
Toronto,5350044.01,5016.0,0.4
Toronto,5350044.02,4255.0,0.09
Toronto,5350045.00,3247.0,0.3
Toronto,5350046.00,3151.0,0.42
Toronto,5350047.02,3511.0,0.29
Toronto,5350047.03,1014.0,0.12
Toronto,5350047.04,2773.0,0.27
Toronto,5350048.00,3353.0,0.33
Toronto,5350049.00,3351.0,0.47
Toronto,5350050.01,8648.0,1.3
Toronto,5350050.03,1085.0,1.71
Toronto,5350050.04,4907.0,0.76
Toronto,5350051.00,4979.0,0.69
Toronto,5350052.00,4074.0,0.5
Toronto,5350053.00,5823.0,0.68
Toronto,5350054.00,5453.0,0.7
Toronto,5350055.00,2691.0,0.28
Toronto,5350056.00,4436.0,0.51
Toronto,5350057.00,2287.0,0.27
Toronto,5350058.00,3757.0,0.38
Toronto,5350059.00,3843.0,0.37
Toronto,5350060.00,2550.0,0.27
Toronto,5350061.00,1202.0,0.77
Toronto,5350062.01,4843.0,0.11
Toronto,5350062.03,4224.0,0.46
Toronto,5350062.04,8524.0,0.12
Toronto,5350063.03,4869.0,0.09
Toronto,5350063.04,4778.0,0.14
Toronto,5350063.05,6551.0,0.13
Toronto,5350063.06,6217.0,0.19
Toronto,5350064.00,4963.0,0.19
Toronto,5350065.01,2650.0,0.09
Toronto,5350065.02,11120.0,0.14
Toronto,5350066.00,7062.0,0.33
Toronto,5350067.00,1692.0,0.65
Toronto,5350068.00,2451.0,0.42
Toronto,5350069.00,4847.0,0.86
Toronto,5350070.00,3302.0,0.44
Toronto,5350071.00,3342.0,0.46
Toronto,5350072.01,4509.0,0.41
Toronto,5350072.02,2985.0,0.54
Toronto,5350073.00,2478.0,0.35
Toronto,5350074.00,3723.0,0.39
Toronto,5350075.00,4014.0,0.51
Toronto,5350076.00,4237.0,0.47
Toronto,5350077.00,4493.0,0.6
Toronto,5350078.00,6282.0,0.76
Toronto,5350079.00,7424.0,1.0
Toronto,5350080.01,3707.0,0.48
Toronto,5350080.02,4642.0,0.4
Toronto,5350081.00,2848.0,0.37
Toronto,5350082.00,2647.0,0.31
Toronto,5350083.00,3869.0,0.45
Toronto,5350084.00,3552.0,0.41
Toronto,5350085.00,4160.0,0.49
Toronto,5350086.00,2528.0,1.14
Toronto,5350087.00,4814.0,1.6
Toronto,5350088.00,3127.0,0.23
Toronto,5350089.00,5349.0,0.33
Toronto,5350090.00,4020.0,0.39
Toronto,5350091.01,5739.0,0.51
Toronto,5350091.02,3421.0,0.32
Toronto,5350092.00,6818.0,0.63
Toronto,5350093.00,5358.0,0.62
Toronto,5350094.00,4699.0,0.64
Toronto,5350095.00,2913.0,0.31
